"seller","title","description","category","tags","price","quantity","unit","images","location","latitude","longitude","color","finish","thickness","length","width","height","origin","grade","isAvailable","availableQuantity","minimumOrder","isShippingAvailable","shippingCost","estimatedDelivery","isActive","isSold","soldTo","soldAt","soldPrice","createdAt","updatedAt"
"6924bce5c8975c1fe8f96b39","Ivory Commercial Marble - Pakistan #48","High-quality ivory marble extracted and processed in Sialkot, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|countertop|interior|ivory|sample-dataset",116.72,930,"lbs","https://cdn.marbledemo.com/pakistan/48-1.jpg|https://cdn.marbledemo.com/pakistan/48-2.jpg","Sialkot",31.552762,68.188122,"Ivory","natural",1.92,281,130,18,"Pakistan","commercial",true,856,37,true,1191.84,4,true,false,"","","","2025-01-03T11:11:04.342Z","2025-02-01T12:49:23.889Z"
"6924bce5c8975c1fe8f96b3a","Beige Premium Marble - Pakistan #49","High-quality beige marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|interior|beige|sample-dataset",90.24,678,"pieces","https://cdn.marbledemo.com/pakistan/49-1.jpg|https://cdn.marbledemo.com/pakistan/49-2.jpg","Faisalabad",30.131994,65.317436,"Beige","leathered",2.38,290,100,4,"Pakistan","premium",true,280,43,true,1068.53,6,true,false,"","","","2025-09-27T23:30:27.179Z","2025-10-15T04:01:04.514Z"
"68e2f0d36bca3695ba9b1b25","Green Commercial Marble - Pakistan #50","High-quality green marble extracted and processed in Hyderabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|blocks|green|sample-dataset",71.32,609,"cubic_meters","https://cdn.marbledemo.com/pakistan/50-1.jpg|https://cdn.marbledemo.com/pakistan/50-2.jpg","Hyderabad",33.23451,73.471394,"Green","natural",2.69,229,170,11,"Pakistan","commercial",true,57,9,true,406,9,true,true,"68e58cbbc82e54ae042e91bc","2025-06-30T02:13:24.482Z",75.5992,"2025-04-24T04:18:03.092Z","2025-06-14T06:20:01.935Z"
"6924b0b870d6af1f481afd74","Grey Commercial Marble - Pakistan #51","High-quality grey marble extracted and processed in Quetta, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","exterior|grey|sample-dataset",57.78,873,"square_meters","https://cdn.marbledemo.com/pakistan/51-1.jpg|https://cdn.marbledemo.com/pakistan/51-2.jpg","Quetta",33.17024,68.983135,"Grey","natural",2.17,289,81,8,"Pakistan","commercial",true,797,43,false,0,"",true,false,"","","","2024-12-26T17:36:15.362Z","2025-01-10T12:35:07.591Z"
"6924bce5c8975c1fe8f96b38","Beige Premium Marble - Pakistan #52","High-quality beige marble extracted and processed in Quetta, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","slabs|export quality|tiles|beige|sample-dataset",58.38,699,"lbs","https://cdn.marbledemo.com/pakistan/52-1.jpg|https://cdn.marbledemo.com/pakistan/52-2.jpg","Quetta",32.658887,74.058632,"Beige","leathered",1.81,243,168,10,"Pakistan","premium",true,125,41,false,0,"",false,true,"68e4cc16f95b766dfcbc431d","2025-06-03T13:17:52.593Z",53.125800000000005,"2025-05-17T13:15:52.212Z","2025-07-09T21:18:54.069Z"
"6924bce5c8975c1fe8f96b39","Green Standard Marble - Pakistan #53","High-quality green marble extracted and processed in Islamabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","export quality|countertop|exterior|interior|tiles|green|sample-dataset",53.15,476,"kg","https://cdn.marbledemo.com/pakistan/53-1.jpg|https://cdn.marbledemo.com/pakistan/53-2.jpg","Islamabad",25.231065,68.411605,"Green","brushed",2.71,251,68,7,"Pakistan","standard",true,235,4,false,0,"",true,true,"68e58cbbc82e54ae042e91bc","2025-08-18T17:17:50.169Z",48.898,"2025-06-19T03:26:26.123Z","2025-06-19T11:44:02.338Z"
"6924bce5c8975c1fe8f96b3a","Ivory Standard Marble - Pakistan #54","High-quality ivory marble extracted and processed in Rawalpindi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|slabs|bookmatched|ivory|sample-dataset",49.2,855,"tons","https://cdn.marbledemo.com/pakistan/54-1.jpg|https://cdn.marbledemo.com/pakistan/54-2.jpg","Rawalpindi",35.199901,65.602808,"Ivory","natural",2.36,236,138,20,"Pakistan","standard",true,589,34,false,0,"",false,true,"68e2f45e312f178399feec51","2025-02-01T21:54:03.270Z",44.28,"2025-01-12T02:23:03.810Z","2025-02-28T09:02:27.696Z"
"68e2f0d36bca3695ba9b1b25","White Commercial Marble - Pakistan #55","High-quality white marble extracted and processed in Multan, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|interior|tiles|export quality|slabs|white|sample-dataset",119.29,27,"kg","https://cdn.marbledemo.com/pakistan/55-1.jpg|https://cdn.marbledemo.com/pakistan/55-2.jpg","Multan",25.745871,70.03315,"White","brushed",1.79,259,159,6,"Pakistan","commercial",true,18,4,false,0,"",true,true,"68e2f45e312f178399feec51","2025-12-02T00:19:07.934Z",115.71130000000001,"2025-10-19T10:52:37.336Z","2025-11-09T21:07:14.028Z"
"6924b0b870d6af1f481afd74","Black Premium Marble - Pakistan #56","High-quality black marble extracted and processed in Sialkot, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|bookmatched|slabs|export quality|flooring|black|sample-dataset",43.26,287,"lbs","https://cdn.marbledemo.com/pakistan/56-1.jpg|https://cdn.marbledemo.com/pakistan/56-2.jpg","Sialkot",31.613827,72.653937,"Black","natural",2.05,230,65,8,"Pakistan","premium",true,136,14,true,1863.37,20,true,false,"","","","2025-09-23T21:32:32.120Z","2025-10-26T00:24:33.909Z"
"6924bce5c8975c1fe8f96b38","Ivory Standard Marble - Pakistan #57","High-quality ivory marble extracted and processed in Quetta, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|exterior|ivory|sample-dataset",105.04,99,"cubic_meters","https://cdn.marbledemo.com/pakistan/57-1.jpg|https://cdn.marbledemo.com/pakistan/57-2.jpg","Quetta",28.013508,74.939692,"Ivory","honed",1.5,258,137,17,"Pakistan","standard",false,95,8,true,1580.52,4,true,false,"","","","2025-01-11T05:09:19.263Z","2025-02-11T08:43:20.951Z"
"6924bce5c8975c1fe8f96b39","Gold Premium Marble - Pakistan #58","High-quality gold marble extracted and processed in Multan, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","export quality|blocks|exterior|bookmatched|slabs|gold|sample-dataset",104.3,388,"cubic_meters","https://cdn.marbledemo.com/pakistan/58-1.jpg|https://cdn.marbledemo.com/pakistan/58-2.jpg","Multan",29.545225,62.974761,"Gold","brushed",2.76,243,199,8,"Pakistan","premium",true,142,27,true,1638.65,17,true,false,"","","","2025-05-28T10:14:53.305Z","2025-06-25T13:53:30.344Z"
"6924bce5c8975c1fe8f96b3a","White Standard Marble - Pakistan #59","High-quality white marble extracted and processed in Rawalpindi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|white|sample-dataset",60.99,80,"square_meters","https://cdn.marbledemo.com/pakistan/59-1.jpg|https://cdn.marbledemo.com/pakistan/59-2.jpg","Rawalpindi",34.384325,75.429002,"White","polished",2.65,276,144,4,"Pakistan","standard",true,79,14,true,557.22,18,true,false,"","","","2025-07-05T09:33:53.927Z","2025-07-12T00:16:42.731Z"
"68e2f0d36bca3695ba9b1b25","Black Premium Marble - Pakistan #60","High-quality black marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|export quality|slabs|countertop|black|sample-dataset",100.28,607,"kg","https://cdn.marbledemo.com/pakistan/60-1.jpg|https://cdn.marbledemo.com/pakistan/60-2.jpg","Faisalabad",30.446822,68.573856,"Black","honed",2.46,235,60,7,"Pakistan","premium",true,306,22,true,190.27,13,true,false,"","","","2025-04-10T15:38:13.537Z","2025-06-07T06:07:36.275Z"
"6924b0b870d6af1f481afd74","Brown Premium Marble - Pakistan #61","High-quality brown marble extracted and processed in Hyderabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|brown|sample-dataset",81.72,478,"lbs","https://cdn.marbledemo.com/pakistan/61-1.jpg|https://cdn.marbledemo.com/pakistan/61-2.jpg","Hyderabad",27.640679,75.521121,"Brown","honed",2.99,215,172,7,"Pakistan","premium",true,79,31,false,0,"",true,false,"","","","2025-06-04T10:16:39.913Z","2025-06-19T22:13:06.575Z"
"6924bce5c8975c1fe8f96b38","Black Commercial Marble - Pakistan #62","High-quality black marble extracted and processed in Peshawar, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|export quality|black|sample-dataset",76.03,96,"tons","https://cdn.marbledemo.com/pakistan/62-1.jpg|https://cdn.marbledemo.com/pakistan/62-2.jpg","Peshawar",29.121716,66.833404,"Black","leathered",2.41,185,113,8,"Pakistan","commercial",true,22,10,true,1718.11,12,true,false,"","","","2025-03-07T14:20:21.932Z","2025-03-08T00:47:12.526Z"
"6924bce5c8975c1fe8f96b39","Brown Standard Marble - Pakistan #63","High-quality brown marble extracted and processed in Karachi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","countertop|flooring|exterior|brown|sample-dataset",37.81,841,"kg","https://cdn.marbledemo.com/pakistan/63-1.jpg|https://cdn.marbledemo.com/pakistan/63-2.jpg","Karachi",33.673325,70.632491,"Brown","brushed",2.43,249,123,17,"Pakistan","standard",true,743,37,true,634.49,13,true,false,"","","","2025-10-11T12:51:48.568Z","2025-11-15T22:31:45.127Z"
"6924bce5c8975c1fe8f96b3a","White Commercial Marble - Pakistan #64","High-quality white marble extracted and processed in Islamabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|interior|export quality|white|sample-dataset",54.77,772,"cubic_meters","https://cdn.marbledemo.com/pakistan/64-1.jpg|https://cdn.marbledemo.com/pakistan/64-2.jpg","Islamabad",33.416219,70.429856,"White","polished",2.65,299,142,3,"Pakistan","commercial",false,388,38,true,1248.41,6,true,false,"","","","2025-07-27T19:42:20.583Z","2025-07-29T22:27:32.136Z"
"68e2f0d36bca3695ba9b1b25","Ivory Commercial Marble - Pakistan #65","High-quality ivory marble extracted and processed in Rawalpindi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|ivory|sample-dataset",43.97,788,"tons","https://cdn.marbledemo.com/pakistan/65-1.jpg|https://cdn.marbledemo.com/pakistan/65-2.jpg","Rawalpindi",27.980008,62.572558,"Ivory","brushed",2.94,181,197,9,"Pakistan","commercial",true,249,35,true,1848.77,19,true,false,"","","","2025-09-08T17:40:25.050Z","2025-10-10T20:02:16.246Z"
"6924b0b870d6af1f481afd74","Cream Premium Marble - Pakistan #66","High-quality cream marble extracted and processed in Hyderabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","countertop|exterior|export quality|cream|sample-dataset",22.62,963,"kg","https://cdn.marbledemo.com/pakistan/66-1.jpg|https://cdn.marbledemo.com/pakistan/66-2.jpg","Hyderabad",28.270049,70.379,"Cream","polished",2.78,247,124,2,"Pakistan","premium",true,732,39,false,0,"",true,false,"","","","2025-06-04T04:44:27.828Z","2025-07-31T15:05:59.100Z"
"6924bce5c8975c1fe8f96b38","White Premium Marble - Pakistan #67","High-quality white marble extracted and processed in Quetta, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|white|sample-dataset",97.69,797,"square_meters","https://cdn.marbledemo.com/pakistan/67-1.jpg|https://cdn.marbledemo.com/pakistan/67-2.jpg","Quetta",32.468068,63.067016,"White","brushed",2.34,187,107,19,"Pakistan","premium",true,298,38,true,1402.67,12,true,false,"","","","2025-06-30T11:08:25.677Z","2025-08-03T15:37:15.718Z"
"6924bce5c8975c1fe8f96b39","Beige Standard Marble - Pakistan #68","High-quality beige marble extracted and processed in Lahore, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","countertop|flooring|slabs|bookmatched|exterior|beige|sample-dataset",114.16,341,"cubic_meters","https://cdn.marbledemo.com/pakistan/68-1.jpg|https://cdn.marbledemo.com/pakistan/68-2.jpg","Lahore",31.354095,71.491009,"Beige","natural",2.15,297,177,19,"Pakistan","standard",true,184,46,true,729.97,11,true,false,"","","","2025-01-22T06:30:39.813Z","2025-02-21T09:51:49.751Z"
"6924bce5c8975c1fe8f96b3a","Brown Premium Marble - Pakistan #69","High-quality brown marble extracted and processed in Karachi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|brown|sample-dataset",91.31,723,"kg","https://cdn.marbledemo.com/pakistan/69-1.jpg|https://cdn.marbledemo.com/pakistan/69-2.jpg","Karachi",32.063074,63.82737,"Brown","honed",2.63,197,84,17,"Pakistan","premium",true,38,37,true,788.97,5,true,false,"","","","2025-08-18T21:57:16.651Z","2025-09-28T21:58:23.055Z"
"68e2f0d36bca3695ba9b1b25","White Commercial Marble - Pakistan #70","High-quality white marble extracted and processed in Islamabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|slabs|white|sample-dataset",18.65,529,"pieces","https://cdn.marbledemo.com/pakistan/70-1.jpg|https://cdn.marbledemo.com/pakistan/70-2.jpg","Islamabad",26.980249,68.228624,"White","natural",2.88,265,68,17,"Pakistan","commercial",true,310,32,true,115.28,12,true,false,"","","","2025-05-06T08:45:14.904Z","2025-05-20T21:13:24.406Z"
"6924b0b870d6af1f481afd74","Ivory Commercial Marble - Pakistan #71","High-quality ivory marble extracted and processed in Lahore, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","blocks|bookmatched|export quality|countertop|slabs|ivory|sample-dataset",21.61,393,"tons","https://cdn.marbledemo.com/pakistan/71-1.jpg|https://cdn.marbledemo.com/pakistan/71-2.jpg","Lahore",34.341879,71.755895,"Ivory","natural",2.21,212,167,20,"Pakistan","commercial",true,8,1,true,213.64,12,false,true,"68e58cbbc82e54ae042e91bc","2025-03-13T19:44:02.518Z",22.0422,"2025-01-02T08:46:02.951Z","2025-02-17T05:23:41.197Z"
"6924bce5c8975c1fe8f96b38","Green Commercial Marble - Pakistan #72","High-quality green marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|export quality|green|sample-dataset",60.6,859,"pieces","https://cdn.marbledemo.com/pakistan/72-1.jpg|https://cdn.marbledemo.com/pakistan/72-2.jpg","Faisalabad",35.787208,62.579327,"Green","honed",2,283,111,12,"Pakistan","commercial",true,857,4,false,0,"",true,false,"","","","2025-06-29T22:33:17.293Z","2025-08-03T01:35:05.044Z"
"6924bce5c8975c1fe8f96b39","Brown Commercial Marble - Pakistan #73","High-quality brown marble extracted and processed in Multan, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|interior|exterior|tiles|countertop|brown|sample-dataset",37.76,754,"lbs","https://cdn.marbledemo.com/pakistan/73-1.jpg|https://cdn.marbledemo.com/pakistan/73-2.jpg","Multan",24.159152,62.51369,"Brown","brushed",2.34,206,62,17,"Pakistan","commercial",true,505,42,true,659.26,12,true,false,"","","","2025-03-27T03:46:44.324Z","2025-04-07T06:47:15.883Z"
"6924bce5c8975c1fe8f96b3a","Gold Standard Marble - Pakistan #74","High-quality gold marble extracted and processed in Sialkot, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","interior|blocks|tiles|exterior|gold|sample-dataset",77.53,553,"tons","https://cdn.marbledemo.com/pakistan/74-1.jpg|https://cdn.marbledemo.com/pakistan/74-2.jpg","Sialkot",35.377813,69.740013,"Gold","polished",1.84,239,138,9,"Pakistan","standard",true,451,13,true,652.24,12,true,false,"","","","2025-09-30T20:24:34.400Z","2025-11-03T02:54:42.011Z"
"68e2f0d36bca3695ba9b1b25","Beige Commercial Marble - Pakistan #75","High-quality beige marble extracted and processed in Multan, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|blocks|bookmatched|beige|sample-dataset",44.23,441,"cubic_meters","https://cdn.marbledemo.com/pakistan/75-1.jpg|https://cdn.marbledemo.com/pakistan/75-2.jpg","Multan",35.416815,72.062532,"Beige","polished",2.66,196,87,15,"Pakistan","commercial",true,280,5,true,343.03,14,true,false,"","","","2025-09-28T04:56:18.533Z","2025-10-16T07:42:05.941Z"
"6924b0b870d6af1f481afd74","Grey Premium Marble - Pakistan #76","High-quality grey marble extracted and processed in Quetta, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","interior|blocks|countertop|export quality|slabs|grey|sample-dataset",90.24,139,"kg","https://cdn.marbledemo.com/pakistan/76-1.jpg|https://cdn.marbledemo.com/pakistan/76-2.jpg","Quetta",36.133628,64.413344,"Grey","honed",2.01,198,189,17,"Pakistan","premium",true,48,31,true,1022.56,12,true,false,"","","","2025-02-27T17:04:56.812Z","2025-03-25T05:55:08.417Z"
"6924bce5c8975c1fe8f96b38","Brown Commercial Marble - Pakistan #77","High-quality brown marble extracted and processed in Islamabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|export quality|countertop|brown|sample-dataset",88.92,535,"lbs","https://cdn.marbledemo.com/pakistan/77-1.jpg|https://cdn.marbledemo.com/pakistan/77-2.jpg","Islamabad",27.139879,65.725667,"Brown","polished",1.92,291,168,16,"Pakistan","commercial",true,143,14,true,316.43,19,true,false,"","","","2024-12-27T18:13:59.403Z","2025-02-02T08:06:24.139Z"
"6924bce5c8975c1fe8f96b39","Ivory Commercial Marble - Pakistan #78","High-quality ivory marble extracted and processed in Peshawar, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","countertop|ivory|sample-dataset",118.56,976,"cubic_meters","https://cdn.marbledemo.com/pakistan/78-1.jpg|https://cdn.marbledemo.com/pakistan/78-2.jpg","Peshawar",26.14082,72.505153,"Ivory","leathered",2.5,224,176,4,"Pakistan","commercial",true,229,34,true,1290.92,7,true,false,"","","","2025-07-02T18:25:28.852Z","2025-07-30T06:21:59.335Z"
"6924bce5c8975c1fe8f96b3a","Beige Premium Marble - Pakistan #79","High-quality beige marble extracted and processed in Karachi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|slabs|exterior|beige|sample-dataset",9.69,692,"cubic_meters","https://cdn.marbledemo.com/pakistan/79-1.jpg|https://cdn.marbledemo.com/pakistan/79-2.jpg","Karachi",25.236669,66.232069,"Beige","polished",2.92,219,64,8,"Pakistan","premium",true,374,25,true,1597.12,4,true,false,"","","","2025-04-22T07:53:12.995Z","2025-05-28T19:46:05.825Z"
"68e2f0d36bca3695ba9b1b25","Brown Commercial Marble - Pakistan #80","High-quality brown marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|blocks|countertop|brown|sample-dataset",86.93,745,"tons","https://cdn.marbledemo.com/pakistan/80-1.jpg|https://cdn.marbledemo.com/pakistan/80-2.jpg","Faisalabad",25.178222,71.347926,"Brown","leathered",1.68,265,199,8,"Pakistan","commercial",true,548,34,true,1275.55,15,false,true,"68e58cbbc82e54ae042e91bc","2025-03-27T00:53:18.271Z",95.62300000000002,"2025-02-07T23:22:57.728Z","2025-03-24T15:24:55.303Z"
"6924b0b870d6af1f481afd74","Black Premium Marble - Pakistan #81","High-quality black marble extracted and processed in Islamabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|flooring|countertop|black|sample-dataset",105.53,74,"pieces","https://cdn.marbledemo.com/pakistan/81-1.jpg|https://cdn.marbledemo.com/pakistan/81-2.jpg","Islamabad",29.217228,72.092461,"Black","natural",2.91,307,126,3,"Pakistan","premium",true,30,1,false,0,"",true,false,"","","","2025-10-28T03:11:08.980Z","2025-12-20T01:54:03.404Z"
"6924bce5c8975c1fe8f96b38","Brown Premium Marble - Pakistan #82","High-quality brown marble extracted and processed in Multan, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","flooring|brown|sample-dataset",29.06,792,"tons","https://cdn.marbledemo.com/pakistan/82-1.jpg|https://cdn.marbledemo.com/pakistan/82-2.jpg","Multan",33.21943,66.863385,"Brown","polished",2.73,301,137,10,"Pakistan","premium",true,523,38,true,1707.88,5,true,false,"","","","2025-06-25T21:04:15.005Z","2025-07-12T10:37:10.323Z"
"6924bce5c8975c1fe8f96b39","Cream Commercial Marble - Pakistan #83","High-quality cream marble extracted and processed in Lahore, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","slabs|flooring|cream|sample-dataset",110.73,368,"lbs","https://cdn.marbledemo.com/pakistan/83-1.jpg|https://cdn.marbledemo.com/pakistan/83-2.jpg","Lahore",24.012951,73.942825,"Cream","leathered",2.02,316,77,10,"Pakistan","commercial",true,143,7,false,0,"",true,false,"","","","2025-06-07T09:30:03.640Z","2025-06-28T14:53:05.969Z"
"6924bce5c8975c1fe8f96b3a","White Standard Marble - Pakistan #84","High-quality white marble extracted and processed in Rawalpindi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","countertop|export quality|interior|slabs|blocks|white|sample-dataset",81.33,679,"tons","https://cdn.marbledemo.com/pakistan/84-1.jpg|https://cdn.marbledemo.com/pakistan/84-2.jpg","Rawalpindi",34.143832,62.376881,"White","brushed",2.95,277,164,17,"Pakistan","standard",true,215,48,true,374.59,8,true,false,"","","","2025-11-03T11:35:27.691Z","2025-11-15T20:12:14.148Z"
"68e2f0d36bca3695ba9b1b25","Ivory Commercial Marble - Pakistan #85","High-quality ivory marble extracted and processed in Multan, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","slabs|tiles|exterior|ivory|sample-dataset",82.97,412,"cubic_meters","https://cdn.marbledemo.com/pakistan/85-1.jpg|https://cdn.marbledemo.com/pakistan/85-2.jpg","Multan",34.763078,73.935388,"Ivory","polished",1.83,253,151,4,"Pakistan","commercial",true,14,11,true,1865.44,17,true,false,"","","","2025-06-06T09:12:41.221Z","2025-06-16T14:02:14.903Z"
"6924b0b870d6af1f481afd74","Gold Premium Marble - Pakistan #86","High-quality gold marble extracted and processed in Karachi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|interior|bookmatched|slabs|gold|sample-dataset",8.57,546,"tons","https://cdn.marbledemo.com/pakistan/86-1.jpg|https://cdn.marbledemo.com/pakistan/86-2.jpg","Karachi",26.806687,68.461903,"Gold","brushed",2.99,256,70,8,"Pakistan","premium",true,257,24,true,1815.07,13,true,false,"","","","2024-12-10T05:07:57.773Z","2025-01-24T20:21:01.282Z"
"6924bce5c8975c1fe8f96b38","Brown Premium Marble - Pakistan #87","High-quality brown marble extracted and processed in Lahore, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","countertop|exterior|interior|flooring|brown|sample-dataset",39.3,22,"cubic_meters","https://cdn.marbledemo.com/pakistan/87-1.jpg|https://cdn.marbledemo.com/pakistan/87-2.jpg","Lahore",31.445136,64.688971,"Brown","polished",1.85,250,188,3,"Pakistan","premium",true,15,8,true,1111.34,15,true,false,"","","","2025-07-29T03:19:12.983Z","2025-09-18T06:09:17.219Z"
"6924bce5c8975c1fe8f96b39","White Standard Marble - Pakistan #88","High-quality white marble extracted and processed in Lahore, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","blocks|interior|bookmatched|countertop|white|sample-dataset",60.09,860,"pieces","https://cdn.marbledemo.com/pakistan/88-1.jpg|https://cdn.marbledemo.com/pakistan/88-2.jpg","Lahore",27.940391,68.162464,"White","brushed",1.77,236,165,7,"Pakistan","standard",false,154,48,false,0,"",true,false,"","","","2025-04-17T03:29:55.134Z","2025-06-08T03:25:05.747Z"
"6924bce5c8975c1fe8f96b3a","White Commercial Marble - Pakistan #89","High-quality white marble extracted and processed in Quetta, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","exterior|tiles|bookmatched|white|sample-dataset",117.45,274,"pieces","https://cdn.marbledemo.com/pakistan/89-1.jpg|https://cdn.marbledemo.com/pakistan/89-2.jpg","Quetta",26.613435,65.107688,"White","natural",2.61,183,76,19,"Pakistan","commercial",false,141,26,false,0,"",true,false,"","","","2024-12-15T19:04:31.858Z","2025-02-05T22:46:42.851Z"
"68e2f0d36bca3695ba9b1b25","Beige Commercial Marble - Pakistan #90","High-quality beige marble extracted and processed in Faisalabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","interior|bookmatched|export quality|exterior|beige|sample-dataset",53.66,836,"kg","https://cdn.marbledemo.com/pakistan/90-1.jpg|https://cdn.marbledemo.com/pakistan/90-2.jpg","Faisalabad",36.415314,75.920774,"Beige","polished",2.63,208,143,14,"Pakistan","commercial",true,297,35,true,1187.32,5,true,false,"","","","2025-03-15T00:42:23.173Z","2025-04-30T17:58:45.873Z"
"6924b0b870d6af1f481afd74","Gold Commercial Marble - Pakistan #91","High-quality gold marble extracted and processed in Hyderabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","exterior|interior|flooring|gold|sample-dataset",8.38,327,"kg","https://cdn.marbledemo.com/pakistan/91-1.jpg|https://cdn.marbledemo.com/pakistan/91-2.jpg","Hyderabad",26.15211,67.878101,"Gold","honed",2.77,192,120,3,"Pakistan","commercial",true,293,50,true,347.93,7,true,false,"","","","2025-09-25T00:14:01.055Z","2025-11-03T00:04:46.082Z"
"6924bce5c8975c1fe8f96b38","Beige Commercial Marble - Pakistan #92","High-quality beige marble extracted and processed in Quetta, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|interior|tiles|export quality|beige|sample-dataset",22.28,958,"lbs","https://cdn.marbledemo.com/pakistan/92-1.jpg|https://cdn.marbledemo.com/pakistan/92-2.jpg","Quetta",29.432376,65.712072,"Beige","brushed",2.6,262,67,12,"Pakistan","commercial",true,608,34,true,1974.98,12,true,true,"68e4cc16f95b766dfcbc431d","2025-04-10T08:21:52.409Z",21.6116,"2025-01-15T10:56:59.272Z","2025-02-03T09:10:31.511Z"
"6924bce5c8975c1fe8f96b39","Green Standard Marble - Pakistan #93","High-quality green marble extracted and processed in Sialkot, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|green|sample-dataset",96.19,670,"pieces","https://cdn.marbledemo.com/pakistan/93-1.jpg|https://cdn.marbledemo.com/pakistan/93-2.jpg","Sialkot",32.526067,65.874249,"Green","leathered",2.52,271,65,5,"Pakistan","standard",true,613,8,true,1841.98,14,true,false,"","","","2025-03-28T06:08:27.142Z","2025-04-03T16:33:57.144Z"
"6924bce5c8975c1fe8f96b3a","Grey Standard Marble - Pakistan #94","High-quality grey marble extracted and processed in Hyderabad, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","bookmatched|countertop|export quality|grey|sample-dataset",88.09,847,"lbs","https://cdn.marbledemo.com/pakistan/94-1.jpg|https://cdn.marbledemo.com/pakistan/94-2.jpg","Hyderabad",25.162619,73.156703,"Grey","natural",1.91,320,136,6,"Pakistan","standard",true,261,28,true,576.8,9,false,true,"68e2f45e312f178399feec51","2025-06-02T06:25:53.025Z",103.9462,"2025-04-12T07:44:02.516Z","2025-04-17T06:03:19.670Z"
"68e2f0d36bca3695ba9b1b25","Beige Premium Marble - Pakistan #95","High-quality beige marble extracted and processed in Karachi, Pakistan. Suitable for flooring, countertops, and premium architectural projects.","marble","tiles|exterior|countertop|beige|sample-dataset",85.29,144,"pieces","https://cdn.marbledemo.com/pakistan/95-1.jpg|https://cdn.marbledemo.com/pakistan/95-2.jpg","Karachi",35.482073,75.829102,"Beige","leathered",1.55,260,106,5,"Pakistan","premium",true,142,22,true,897.1,6,true,false,"","","","2025-01-24T20:43:25.574Z","2025-01-25T00:57:58.092Z"
